犬いぬ	狗 いぬ、いぬ- ケン dog words with this kanji: 子犬こいぬ - puppy
衛えい	衞 まも.る、まもり エイ、エ defense, protection Mamoru (male given name) words with this kanji: 自衛じえい - self-defense 自衛隊じえいたい - the Japan Self-Defense Forces (JSDF) (consists of the Air, the Marine, and the Ground Self-Defense) 自衛隊員じえいたいいん - Self-Defense Forces personnel 自衛手段じえいしゅだん - measures to defend oneself (for self-defense) (defence)
隊たい	くみ ダイ、タイ、ツイ regiment, party, company, squad words with this kanji: 自衛隊じえいたい - the Japan Self-Defense Forces (JSDF) (consists of the Air, the Marine, and the Ground Self-Defense) 自衛隊員じえいたいいん - Self-Defense Forces personnel 軍隊ぐんたい - armed forces such as the army, the navy, or the air force 二月にがつの兵隊へいたい
渉しょう	涉 わた.る ジョウ、チョウ、ショウ ford, go cross, transit, ferry, import, involve Wataru (male given name) words with this kanji: 交渉こうしょう - negotiations
紛ふん	まぎ.れる、-まぎ.れ、まぎ.らす、 まが.う、まが.い、まぎ.らわす、 まぎ.らわしい フン distract, be mistaken for, go astray, divert words with this kanji: 紛争ふんそう - conflict, trouble
激げき	はげ.しい ゲキ violent, get excited, enraged, chafe, incite words with this kanji: 激はげしい - severe
競きょう	きそ.う、せ.る、くら.べる、きお.う、 きおい、きお.い、きそい、きそ.い、 くらべ、くら、せり、せ.り キョウ、ギョウ、ケイ emulate, compete with, bid, sell at auction, bout, contest, race words with this kanji: 競争きょうそう - competition, contest 競争率きょうそうりつ - competition rate; success rate; ratio of successful (applicants) to total applicants
率りつ	卛 ひき.いる、おおむ.ね、わりあい シュチ、スイ、ソチ、リチ、ソツ、 リツ、シュツ ratio, rate, proportion, %, factor, lead, spearhead, command words with this kanji: 競争率きょうそうりつ - competition rate; success rate; ratio of successful (applicants) to total applicants
暴ぼう	あば.く、あば.れる ボウ、ボク、ホウ、ホク、バク outburst, rave, fret, force, violence, cruelty, outrage words with this kanji: 暴力ぼうりょく - violence (especially criminal) force
訓くん	おし.える、よ.む、くん.ずる クン、キン instruction, Japanese character reading, explanation, read Satoshi (male given name) words with this kanji: 訓練くんれん - training, practice 軍事訓練ぐんじくんれん - military exercise; drill 訓読くんよみ
爆ばく	は.ず、は.ぜる ヒョウ、ホク、ハク、ホウ、バク bomb, burst open, pop, split words with this kanji: 爆弾ばくだん - bomb 爆発ばくはつ - explosion, blast, detonation
叫きょう	さけ.ぶ キョウ shout, exclaim, yell words with this kanji: 叫さけぶ - to scream, to shout, to cry 雄叫び
呟げん	つぶや.く ゲン mutter, grumble, murmur words with this kanji: 呟つぶやく - to mutter, murmur
智ち	チ wisdom, intellect, reason Satoshi (male given name) words with this kanji: 智子ともこ - Tomoko
嵐あらし	あらし ラン storm, tempest Arashi (female given name, surname) Ran (female given name) 彼女かのじょが死しんだ夜よるは嵐あらしでした。
津つ	つ シン haven, port, harbor, ferry words with this kanji: 津波つなみ - a tsunami; a tidal wave
災さい	灾、烖 わざわ.い サイ disaster, calamity, woe, curse, evil words with this kanji: 災害さいがい - disaster 自然災害しぜんさいがい - natural disaster 火災かさい - fire, conflagration (as in a disaster)
害がい	そこな.う、あや.める、わざわ.い ガイ、カイ harm, injury words with this kanji: 災害さいがい - disaster 自然災害しぜんさいがい - natural disaster 被害ひがい - damage
洪こう	おおみず グ、コウ deluge, flood, vast words with this kanji: 洪水こうずい - flood
伴はん	ともな.う、とも ハン、バン consort, accompany, bring with, companion Ban (surname) words with this kanji: 伴ともなう - to accompany
犠ぎ	犧 いきにえ ギ、キ sacrifice words with this kanji: 犠牲ぎせい - sacrifice 犠牲ぎせいになる - to be sacrificed; to fall victim to; to fall prey to
奪だつ	うば.う ダツ、タツ rob, take by force, snatch away, dispossess, plunder, usurp words with this kanji: 奪うばう - to take by force; rob
防ぼう	ふせ.ぐ、つつみ ボウ、ホウ ward off, defend, protect, resist words with this kanji: 防ふせぐ - to defend (against); prevent (something) 消防車しょうぼうしゃ - fire engine, fire truck 消防士しょうぼうし - a firefighter 消防署しょうぼうしょ - fire station, fire department, firehouse
避ひ	さ.ける、よ.ける ビ、ヒ evade, avoid, avert, ward off, shirk, shun words with this kanji: 避さける - 避難ひなん - evacuation 避難所ひなんじょ - shelter
署しょ	暑 やくわり、しり.す ジョ、ショ signature, govt office, police station words with this kanji: 消防署しょうぼうしょ - fire station, fire department, firehouse
停てい	と.める、と.まる、とど.まる ジョウ、テイ、チョウ halt, stopping words with this kanji: 停電ていでん - blackout (a large-scale power failure) バス停てい - bus stop
鯛たい	鮉 たい チョウ sea bream, red snapper Tai (surname) この魚さかなは、鯛たいといいます。
介かい	たす.ける、すけ ケ、カイ jammed in, shellfish, mediate, concern onself with words with this kanji: 洋介ようすけ - Yōsuke 紹介しょうかい 自己紹介じこしょうかい
責せき	せ.める シャク、サク、セキ、サイ blame, condemn, censure words with this kanji: 責任せきにん - responsibility 責任せきにんを持もつ - to be responsible for; to bear the responsibility of
怠たい	おこた.る、なま.ける ダイ、タイ neglect, laziness words with this kanji: 怠おこたる - to be negligent 怠なまける - to be idle, goof off, slack 怠なまけ者もの - a slob; a slacker
担たん	擔 かつ.ぐ、にな.う タン shouldering, carry, raise, bear words with this kanji: 担当たんとう - charge of, end, responsibility for an area of work 担当者たんとうしゃ - person in charge, person responsible 分担ぶんたん - appointment, allotment, division
駄だ	の.せる ダ、タ burdensome, pack horse, horse load, send by horse, trivial, worthless words with this kanji: 無駄むだ - uselessness; no good; being in vain; futility 無駄むだにする - to render futile; to bring to naught; to waste; to not make good use of 時間じかんを無駄むだにする - to waste time
努ど	伮 つと.む、つと.める ヌ、ド toil, diligent, as much as possible Tsutomu (male given name) words with this kanji: 努つとめる - to endeavor, strive for, make an effort 努力どりょく - an effort, an endeavor 努力家どりょくか - hard worker; hardworking person
共とも	とも、とも.に、-ども ク、クウ、キョウ、グ together, both, neither, all, and, alike, with words with this kanji: 公共こうきょう - public
喫きつ	噄 く.う、の.む キャク、ケ、カイ、ケキ、キツ consume, eat, drink, smoke, receive (a blow) words with this kanji: 喫煙きつえん - smoking 喫茶店きっさてん - café; tea house; tearoom; coffee shop
求きゅう	もと.める、もと.む、ま.ぐ キュウ、グ request, want, wish for, require, demand Motomu (male given name) words with this kanji: 要求ようきゅう - demand; firm request; requirement
徹てつ	とお.る テチ、テツ penetrate, clear, pierce, strike, home, sit up (all night) 徹てっする - to penetrate Akira (male given name) Tōru (male given name) words with this kanji: 徹夜てつや - being awake all night
畳たたみ	疊、疉、疂、叠 たた.む、たたみ、かさ.なる、かさ.ねる ジョウ、チョウ tatami mat, (counter for tatami mats), fold, shut up, do away with 父ちちは畳たたみを５枚ごまい敷しいた。
枕まくら	"まくら チン、シン pillow words with this kanji: 枕元まくらもと - beside; near one's pillow 腕枕うでまくら - using one's arms as a pillow 息子むすこのぬいぐるみを枕まくらの上うえに置おいた。"
根ね	ね、-ね コン root, radical, head (pimple) words with this kanji: 屋根やね - roof
賃ちん	ニン、ジン、チン やと.う fare, fee, hire, rent, wages, charge words with this kanji: 家賃やちん - rent
敷ふ	旉 し.く、しき、-し.き フ spread, pave, sit, promulgate words with this kanji: 敷しく - to spread, to lay
井い	い、いど セイ、ショウ well, well crib, town, community I (surname) words with this kanji: 天井てんじょう - ceiling
居きょ	凥 い.る、-い、お.る、お.く キョ、コ reside, to be, exist, live with words with this kanji: 居間いま - living room 居酒屋いざかや - an izakaya: a Japanese bar or pub that serves alcoholic beverages and also sells snacks; a type of Japanese drinking establishment which also serves food to accompany the drinks
溜りゅう	澑 た.まる、たま.る、た.まり、た.める、 したた.る、たまり、ため ル、リュウ collect, gather, be in arrears words with this kanji: 溜たまる - to gather, accumulate
香こう	か、かお.り、かお.る コウ、キョウ incense, smell, perfume words with this kanji: 香かおり - fragrance, aroma 香かおりがする - to smell; to smell of; to have a smell
臭しゅう	臭、臰 くさ.い、-くさ.い、にお.う、にお.い シュ、ク、シュウ、キュウ stinking, ill-smelling, suspicious looking, odor, savor, fragrance, be fragrant, stink, glow, be bright words with this kanji: 臭くさい - stinking, smelly, pungent; giving off a bad smell
納のう	おさ.める、-おさ.める、おさ.まる ノウ、ドウ、ナッ、ナ、ナン、トウ settlement, obtain, reap, pay, supply, store Osamu (male given name) words with this kanji: 納豆なっとう - natto (a traditional Japanese food product made from fermented soybeans)
整せい	ととの.える、ととの.う ショウ、セイ organize, arranging, tune, tone, meter, key (music) words with this kanji: 整理せいり - organizing something in orderly fashion
